text,date
"Down comes from hell. Pleas H&M, ditch down.",2024-05-06 03:55:43+00:00
Shame to them and the ones who patronize,2024-05-06 00:59:40+00:00
@bluepersian2944 this is animal cruelty and they should face the law,2024-05-06 00:58:49+00:00
🔥,2024-05-05 20:19:05+00:00
"Ducks need their feathers. Your company doesn’t. Please stop using down in favour of the many warm, humane, eco-friendly down-free materials available today.",2024-05-05 20:13:22+00:00
This whole fit! 🔥,2024-05-05 19:19:55+00:00
❤️,2024-05-05 17:59:33+00:00
STOP ABUSING ANIMALSS,2024-05-05 17:48:07+00:00
En colombia 🇨🇴,2024-05-05 15:42:26+00:00
@ninabuddenhair Hello. If you would like to send us a private message with your details we will be happy to help. Speak soon!,2024-05-05 13:58:41+00:00
You should really not send stuff by Evri!!! Been at home all day waiting for delivery and now received sorry we missed you-they never came or rang the doorbell and I paid next day delivery. Fuming!!!!,2024-05-05 13:56:55+00:00
Big shame !!! Stop torturing ducks of Vietnam !!!,2024-05-05 13:07:43+00:00
,2024-05-05 10:30:16+00:00
🔥🔥,2024-05-05 09:31:40+00:00
🔥🔥,2024-05-05 09:31:37+00:00
🔥🔥,2024-05-05 09:31:35+00:00
🔥🔥,2024-05-05 09:31:32+00:00
🔥🔥,2024-05-05 09:31:29+00:00
🔥🔥,2024-05-05 09:31:27+00:00
❤️❤️,2024-05-05 09:31:25+00:00
🔥🔥,2024-05-05 09:31:24+00:00
❤️❤️,2024-05-05 09:31:23+00:00
🔥🔥,2024-05-05 09:31:21+00:00
👏👏👏,2024-05-14 05:27:52+00:00
🔥,2024-05-11 08:10:05+00:00
@hm for Belgium please😍,2024-05-10 15:06:24+00:00
"@sanne.and.the.city Hello! We would be happy to help you check availability. For this, please confirm what country you are shopping in. Talk soon!",2024-05-10 13:43:50+00:00
When will the cute little golden bag be available? It’s still shows: available soon but the drop was at 10am?,2024-05-10 08:13:19+00:00
@rhiannonstanger Hi there! This launched this morning! Have a great day!,2024-05-09 09:31:02+00:00
What time will this drop on the UK website?,2024-05-09 06:35:20+00:00
"I beg you to cease using DOWN in your products. Google and see for yourself that these poor animals endure, and for what?!💔💔💔💔",2024-05-07 06:20:18+00:00
@spabreaks,2024-05-07 03:51:55+00:00
@sematugceakar This Thursday from Sandton City or online from Superbalist 🙂,2024-05-06 09:28:28+00:00
@friseurhamburg ja - eine tolle Frisur!,2024-05-06 06:21:29+00:00
Stop using and exploiting pure souls ( animals),2024-05-05 19:34:04+00:00
Ima need that bag!!! 😍😍😍,2024-05-05 19:21:37+00:00
Endlich schöne Locken!🔥,2024-05-05 19:18:31+00:00
@hm hello will this collection be available in bahrain ?🇧🇭,2024-05-05 11:16:09+00:00
🔥🔥🔥🔥,2024-05-05 09:32:02+00:00
🔥🔥,2024-05-05 09:32:01+00:00
❤️,2024-05-05 09:31:59+00:00
🔥🔥,2024-05-05 09:31:56+00:00
🔥🔥,2024-05-05 09:31:52+00:00
It’s 2024 - time to stop using animals for fashion! Ditch the cruelty!  Transition away from birds being subjected to unfathomable excruciating pain and sufferings- they don’t derserve to be treated so barbarically for fashion items!,2024-05-05 09:21:20+00:00
"@miaitalia08 Hello Miaitalia! We really appreciate your interest in our H&M Studio Resort Capsule. We understand you would like to know if this special collection is avaialble in Australia. Rest assured, we'll do our best to help.

We're happy to share that this special collection will indeed be available in Australia starting May 9th. For more details about the H&M Studio Resort Capsule, you can visit the following link:  https://www2.hm.com/en_au/free-form-campaigns/hm-studio-resort-capsule.html#/index/view. Stay tuned for updates!",2024-05-05 07:51:41+00:00
@hm and when are you gonna stop using feathers🪶??? #StopAnimalCruelty!!!🚫,2024-05-05 03:50:45+00:00
@_.arrrianna._  You needed this purse for prom!! #3,2024-05-04 23:38:02+00:00
🔥😍,2024-05-04 20:52:02+00:00
❤️🖤❤️🖤❤️🖤,2024-05-04 20:03:40+00:00
"Petition from PETA secure.peta.org.uk/page/115994/action/1
2 apocrypha on the Internet where Jesus was animalist: Gospel of the 12 and Essene gospel. Christ already returned: inricristo.org.br. Another link urbanoutraged.com",2024-05-04 17:59:36+00:00
Boycott @tra.velhal ❗️❌,2024-05-04 15:15:31+00:00
@hm Is this Dress on page 2 only in the USA and not Australia as I can not find it?,2024-05-04 13:18:20+00:00
"In Vietnam, ducks are killed for their feathers in a terrible and inhumane way! Stop doing this to poor birds and respect the nature! This is animal cruelty in its purest form, masked as ""responsible""  down sourcing! There is nothing responsible about it!",2024-05-04 12:56:59+00:00
STOP the CRUELTY,2024-05-04 11:13:15+00:00
Burn in HELL H&M,2024-05-04 03:14:40+00:00
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",2024-05-04 02:33:37+00:00
"Please end your use of down feathers in favour of humane, eco-friendly, animal-free materials.  In 2024 can we please stop supporting animal cruelty.  Thank you.",2024-05-03 15:56:33+00:00
Please spare ducks a lifetime of suffering and a violent death by ending your use of down feathers without delay.,2024-05-03 15:39:31+00:00
"There’s simply no excuse to keep selling down products. Many warm, animal-free materials are available today, including vegan down made from flowers, ceiba tree fiber, bamboo, or milkweed as well as Plumtech, Thinsulate, and PrimaLoft.",2024-05-03 15:05:04+00:00
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",2024-05-03 14:28:03+00:00
🖤🖤🖤🖤🖤🖤🫶,2024-05-03 13:12:50+00:00
When does this drop in South Africa?!,2024-05-03 13:11:13+00:00
NEED😍😍😍,2024-05-03 13:10:21+00:00
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.

I am urging you to ditch down.",2024-05-03 12:41:18+00:00
❤️❤️❤️❤️,2024-05-03 12:34:39+00:00
"As H&M is holding its annual meeting of shareholders, it's time to address the cruelty behind down. I urge H&M to ditch down and embrace cruelty-free alternatives. Let's make fashion compassionate for all beings.",2024-05-03 12:31:30+00:00
"Please, please, please help put an end to the abuse of ducks and stop profiting from their suffering! No animal deserves to be tortured.",2024-05-03 11:27:04+00:00
C'è anche a padova😮,2024-05-03 11:11:38+00:00
Stop now HM,2024-05-03 10:48:00+00:00
😍😍😍😍,2024-05-03 09:22:49+00:00
"Please end your support of stabbing ducks in their neck and making their final experience of life excruciatingly agonising. The pain and terror these animals suffer when their legs are cut off is beyond comprehension.  They have no morphine whatsoever. Duck feathers are ripped out of them and this whole process is not “responsibly sourced” down that you market to customers on @hm products.  Each bird will have felt the pain of the knife being driven into their throat. If you have eyes and ears, open them. Customers do not want these animals to suffer the way that they do. People do not deserve to be lied to and told the feathers (down) are responsibly sourced when they are not. Please make emotionally intelligent decisions and have greater awareness of the cruelty you are dealing with.  Customers will respect you more for buying Plantbased materials. Plant materials are good to work with and prevent the physical torture of stabbing duck necks and cutting off their legs when they are alive. Please do not commit to this toxic down industry which is far from transparent.  H&M is time to be responsible and aware of what customers want.  Plantbased cruelty-free, sustainable materials please.  This is the future. The future is NOW. #saynotodown",2024-05-03 09:22:01+00:00
❤️,2024-05-03 09:09:09+00:00
Ducks are stabbed in the neck and their legs are cut off. Stop selling that cruelty products!😭,2024-05-03 09:09:07+00:00
Why are your woman’s trouser leg length made for someone 6’4” tall!!! All 4 pairs to be returned. Crazy tailoring,2024-05-15 08:48:41+00:00
hm harikası 🌼,2024-05-07 11:43:12+00:00
🔥🔥🔥,2024-05-07 10:58:22+00:00
"Hello, thank you for contacting us. To find out the locations of our stores please click on the below link:
https://locations.alshaya.com/h-m/eg",2024-05-06 03:53:39+00:00
🔥🔥🔥🔥,2024-05-05 23:32:04+00:00
@hm I know very well where the branches is but unfortunately branches in Egypt is almost empty nothing new for ages,2024-05-05 22:06:21+00:00
Just have to say your new return policy is AWFUL. NEVER want to shop here again,2024-05-05 20:57:14+00:00
@nancy.atta12 ❤️,2024-05-05 14:53:30+00:00
Boycott @HM until they become an ethical - cruelty free company !,2024-05-05 09:23:16+00:00
"Petition from PETA secure.peta.org.uk/page/115994/action/1
2 apocrypha on the Internet where Jesus was animalist: Gospel of the 12 and Essene gospel. Christ already returned: inricristo.org.br. Another link urbanoutraged.com",2024-05-04 17:59:28+00:00
Boycott @hm ❗️❌,2024-05-04 15:15:49+00:00
😍😍😍,2024-05-04 14:22:59+00:00
👏😍 پرفکت,2024-05-04 07:54:09+00:00
"@ali_mohammmm Hallo, Welkom bij H&M. Kun je je vraag stellen?",2024-05-04 07:20:24+00:00
Pantolona bayıldım👏,2024-05-04 05:58:28+00:00
Hope ALL H&M burns in hell,2024-05-04 03:14:54+00:00
well that figures.,2024-05-03 17:00:03+00:00
stop killing innocent beings for no reason... there are plenty of alternatives!!!!,2024-05-03 16:55:29+00:00
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",2024-05-03 14:27:26+00:00
Why HM still using feathers from birds that are tortured alive to put on clothes!,2024-05-03 10:48:20+00:00
"Please end your support of stabbing ducks in their neck and making their final experience of life excruciatingly agonising. The pain and terror these animals suffer when their legs are cut off is beyond comprehension.  They have no morphine whatsoever. Duck feathers are ripped out of them and this whole process is not “responsibly sourced” down that you market to customers on @hm products.  Each bird will have felt the pain of the knife being driven into their throat. If you have eyes and ears, open them. Customers do not want these animals to suffer the way that they do. People do not deserve to be lied to and told the feathers (down) are responsibly sourced when they are not. Please make emotionally intelligent decisions and have greater awareness of the cruelty you are dealing with.  Customers will respect you more for buying Plantbased materials. Plant materials are good to work with and prevent the physical torture of stabbing duck necks and cutting off their legs when they are alive. Please do not commit to this toxic down industry which is far from transparent.  H&M is time to be responsible and aware of what customers want.  Plantbased cruelty-free, sustainable materials please.  This is the future. The future is NOW. #saynotodown",2024-05-03 09:22:11+00:00
stop selling feathers! stop animal abuse!😭,2024-05-03 09:09:41+00:00
"Ducks are stabbed in the neck, and their feet are cut off. Their feathers are then sold to H&M as “responsibly sourced” down. @hmunitedkingdom, turn over a new leaf on the day of your AGM and ditch down! #HMDitchDown  https://t.co/LAcLZVJ4U3",2024-05-03 08:54:42+00:00
"Ducks are stabbed in the neck, and their feet are cut off. Their feathers are then sold to H&M as “responsibly sourced” down. @hmunitedkingdom, turn over a new leaf on the day of your AGM and ditch down! #HMDitchDown  https://t.co/LAcLZVJ4U3",2024-05-03 08:52:08+00:00
@donnatere Codice Top 1228390001 !,2024-05-03 08:02:35+00:00
"Ducks are stabbed in the neck, and their feet are cut off. Their feathers are then sold to H&M as “responsibly sourced” down. @hm, turn over a new leaf on the day of your AGM and ditch down! #HMDitchDown  https://t.co/LAcLZVJ4U3",2024-05-03 07:56:54+00:00
In picture 1 will the bag be sold in canada,2024-05-03 06:20:34+00:00
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat.",2024-05-03 03:44:19+00:00
"In Vietnam, ducks are stabbed in the neck and their legs are cut off. Their stolen feathers are then sold to H&M as “responsibly sourced” down. Each bird will have felt the pain of the knife being driven into their throat!",2024-05-03 02:58:50+00:00
🔥🔥🔥,2024-05-03 01:52:37+00:00
Love it 😍😍😍,2024-05-02 23:58:54+00:00
🦋🪻,2024-05-02 20:23:31+00:00
❤️❤️❤️,2024-05-02 20:13:38+00:00
😍,2024-05-02 19:11:57+00:00
❤️,2024-05-02 18:13:30+00:00
She seems so sad 😞,2024-05-02 17:39:45+00:00
❤️,2024-05-02 17:30:12+00:00
😍,2024-05-02 16:33:43+00:00
😍😍😍,2024-05-02 15:31:49+00:00
@hm Hi! Could I get please a number of bag from 3d image?,2024-05-02 15:27:51+00:00
Arrêter la maltraitance sur les animaux ! En 2024 des solutions existent pour fabriquer des vêtements sans souffrance ! 💔,2024-05-02 14:58:25+00:00
"@michelletoki Hi there! The number (1211667005) is correct but it is possible the item may be unavailable or out of stock at the moment, depending on the country you are shopping in. You can continue to search by this number in case it is available in time for summer!",2024-05-02 14:15:37+00:00
1211667005 doesn’t come up in the app in the UK,2024-05-02 14:12:30+00:00
😍,2024-05-02 13:32:12+00:00
Ma in Italia non è possibile acquistare,2024-05-02 13:01:49+00:00
"@h&m stop the cruelty, ditch using down 😢",2024-05-02 12:48:48+00:00
Stop using feathers H&M. We don't need to do that now. I love your products but I urge you to ditch the down.,2024-05-02 12:33:05+00:00
My items were never delivered,2024-05-02 12:32:00+00:00
"Stop using feathers in your products. Birds plucked alive, it’s 2024 and these barbaric acts are not acceptable. No place for this in modern society",2024-05-02 12:02:19+00:00
Ma perché prendete queste modelle così bruttine e tristi???!,2024-05-02 11:38:33+00:00
"Z,,,,,,,,, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,, all",2024-05-06 17:30:42+00:00
"Please stop selling down. In Vietnam, ducks are stabbed in the neck, feeling the pain of the knife being driven into their throat. and their legs are cut off, for their feathers to be sold to H&M as “responsibly sourced”",2024-05-06 15:53:12+00:00
♥️,2024-05-05 18:11:11+00:00
Boycotting until you become an ethical cruelty free brand,2024-05-05 09:27:31+00:00
"Making birds suffer excruciatingly painful torturous unfathomable torment, fear and terror for  feather & down is barbaric and cruel! Making $$$ from others pain is sickening. Greed for $ at the expense of others sufferings is heinous! Ditch down",2024-05-05 09:27:02+00:00
❤️,2024-05-04 09:36:24+00:00
Pls stop that animal cruelty and stop selling feathers from abused ducks😭😭😭😭😭😭😭😭😭,2024-05-03 09:10:32+00:00
Making animals suffer since 1947!!!! #DitchTheDown,2024-05-02 11:09:00+00:00
"@cusco.vintage, como cliente cliente Membro tem ao seu dispor inúmeras vantagens, sendo o envio gratuito a partir de 30€ de compras. Poderá ver todas as vantagens aqui: https://hm.info/61784NKZj! Votos de boas compras e ótimo dia!",2024-05-02 08:56:59+00:00
"Please, if you can, bring back the Rolling Stones red lips T-shirt. I need it!",2024-05-02 08:04:32+00:00
"Tutto molto bello, ma ci spiegate perché non rifornite da mesi il reparto jeans uomo? Ci sono almeno 3 modelli basic, ma con prezzi diversi(dai 29 ai 39 €) che nel colore blu denim  scuro, non vengono riforniti dall’estate dell’anno scorso!",2024-05-02 08:00:08+00:00
Very nice😍,2024-05-02 07:28:52+00:00
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,2024-05-02 06:13:39+00:00
🤍🖤🤍🖤🤍🖤,2024-05-02 04:48:04+00:00
Info loker Min @hm,2024-05-02 03:29:32+00:00
@hm share or donate please for God save my son life,2024-05-01 22:45:32+00:00
@hm https://gofund.me/cb989807,2024-05-01 22:45:23+00:00
Terrible customer service- I have a faulty item and your customer service will not help me! I am going to take this matter forward with the consumer ombudsman!,2024-05-01 21:02:23+00:00
So chic 🔥🔥🔥,2024-05-01 20:55:31+00:00
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2024-05-01 20:20:00+00:00
An itibariyle One Tower AVM Personel yok  kasa yok ilgi yok,2024-05-01 14:43:47+00:00
Edgy and cool 🔥🔥,2024-05-01 14:08:05+00:00
Vi los blazer de Paula Chaves! hermoso desde Argentina!,2024-05-01 13:56:08+00:00
bring back the orange cotton twill overshirt,2024-05-01 13:52:15+00:00
https://www.instagram.com/p/C6axatFMNid/?igsh=aHAwd2dwM282bjZo,2024-05-01 11:21:51+00:00
😍😍,2024-05-01 10:01:50+00:00
Ceket muhteşem 😍,2024-05-01 06:55:05+00:00
###,2024-05-01 06:09:07+00:00
👏👏👏,2024-05-01 01:03:35+00:00
😍,2024-04-30 23:06:30+00:00
Worst customer service ever!,2024-04-30 22:24:45+00:00
Ok weird question - does any of you in the US make a return at the store and they ask for your ID - like seriously I feel being profiled for something that was my right to do doing a return,2024-04-30 20:22:23+00:00
@_xgeorgina kan je me dm lezen,2024-04-30 19:35:48+00:00
Cool✨👌,2024-04-30 18:24:15+00:00
😍😍😍,2024-04-30 17:56:55+00:00
"How the light falls on her skin, remarkable 😍😍😍",2024-04-30 17:53:23+00:00
HM 👍..,2024-04-30 17:37:34+00:00
Faciasınız gerçekten. Defalarca defalarca online alışveriş yapmaya çalışıyorum. Bankadan para çekiliyor ama sipariş oluşmuyor. En basit alışveriş platformunda bile bunu yaşamazken sizde nasıl bir aymazlık var. Peki aramama rağmen ücretin tekrar iade edilmemesi.,2024-04-30 16:33:04+00:00
Here for the texture 🫶🏽,2024-04-30 16:06:47+00:00
Love ❤️,2024-04-30 14:55:44+00:00
Love😍,2024-04-30 14:46:00+00:00
So nice❤️,2024-04-30 14:39:25+00:00
Cekete bayıldım 😍,2024-04-30 14:00:18+00:00
😍😍😍😍,2024-04-30 13:37:35+00:00
Code for shorts?,2024-04-30 13:01:49+00:00
😍😍😍😍😍❤️❤️❤️,2024-04-30 12:54:24+00:00
LOVEEE,2024-04-30 12:53:39+00:00
"Image 1:
Blazer 1228887002

Image 2:
Printed top 1225811001",2024-04-30 12:53:33+00:00
Han den 🖤🖤🖤🖤💜💜💜💜,2024-05-11 10:12:01+00:00
Thanks 😍,2024-05-09 10:04:08+00:00
@hmmedellin Colombia,2024-05-09 02:38:07+00:00
@h_m_2727 Hi there! How can we help?,2024-05-08 11:28:55+00:00
Hiii,2024-05-08 06:16:21+00:00
nice wear,2024-05-07 02:05:03+00:00
It’s 2024 Ditch animal cruelty- ditch down now!,2024-05-05 09:28:57+00:00
"I just can’t get far enough out of this pain😭💔am about to commit suicide,I need someone to talk to who can understand what am going through",2024-05-03 19:46:39+00:00
😍,2024-05-02 20:16:28+00:00
Ditch the down,2024-05-02 18:31:08+00:00
"Hello,
Respected 

I Recently Saw Your Profile And Am Really Impressed To See It.

Dear, I think We Built A Great Business Relation Together.
I wanted to work as your manufacturing partners.
I Introduce Myself As CEO Of Chic International.
We are the manufacturer and exporter of Sports Wears and Sports Goods.
OEM and ODM orders accepted.
If you are interested,  i  explain you more about my company.

Thank you.",2024-05-02 18:10:30+00:00
,2024-05-02 15:42:24+00:00
🔥,2024-05-02 07:29:01+00:00
@luzadriana_puerta ¡Hola! Puedes encontrar disponibilidad y precio de este artículo en el buscador de la web de H&M introduciendo el siguiente número de artículo: 1220281005. ¡Un saludo!,2024-05-02 06:45:09+00:00
🇵🇸♥️✨,2024-05-02 06:14:02+00:00
@_anakorangy beli beli,2024-05-02 04:13:55+00:00
@cindymmaharani ini loh,2024-05-02 04:13:06+00:00
@nur_alfiyanti18,2024-05-02 00:25:59+00:00
Es pic ke click karne Wale ko 7 topho se salami deni chahiye 😂,2024-05-01 19:20:22+00:00
Wha 👏 ji wha wha hm aslen members kisne higher kiye btao 😂🤦👉,2024-05-01 19:19:19+00:00
belikkan ini samaku tolong @cutmutiaaaaaa,2024-05-01 15:57:26+00:00
https://www.instagram.com/p/C6axatFMNid/?igsh=aHAwd2dwM282bjZo,2024-05-01 11:22:40+00:00
"Hm??,",2024-05-01 00:24:51+00:00
Precio,2024-04-30 17:03:55+00:00
@march_viankaa @hdzfhryy__,2024-04-30 13:04:19+00:00
🔥🔥🔥🔥,2024-04-30 07:43:02+00:00
Bad picture,2024-04-30 01:26:47+00:00
"Hello, I had a problem with a purchase. The payment was generated 3 times on my credit card but not
 the purchase was made. Can you help me?",2024-04-30 00:47:53+00:00
"Hello, I had a problem with a purchase. The payment was generated 3 times on my credit card but not
 the purchase was made. Can you help me?",2024-04-29 23:26:41+00:00
Beautiful bikini! 🥰🥰🥰 I finally start seeing Brazilian-like bikini! They are so much more feminine! 🥰,2024-04-29 21:08:34+00:00
"@dfebiani_1325 Hey fashionista, time to get ready for summer! To view the price and availability of this trendy swimsuit in your country, please search the article numbers 1220281005 and 1224686002 on our website. Happy shopping!",2024-04-29 19:00:41+00:00
How much,2024-04-29 18:48:57+00:00
🇵🇸🇵🇸🇵🇸🇵🇸,2024-04-29 18:14:04+00:00
Creativity,2024-04-29 16:42:24+00:00
"Land grabbing, violence and illegal deforestation in Brazil is your game with your bestie @zara",2024-04-29 14:42:59+00:00
🔥🔥🔥🔥🔥,2024-04-29 09:34:58+00:00
🔥🔥🔥🔥🔥🙌,2024-04-29 09:10:32+00:00
🔥🔥🔥,2024-04-29 05:11:00+00:00
"Hello, thank you for getting in touch with us. If you are interested in checking product availability and prices, we recommend visiting the nearest H&M store or accessing the H&M website.
https://eg.hm.com/en/
For store locations, please click on the link below:
https://locations.alshaya.com/h-m/eg",2024-04-29 03:33:29+00:00
😢,2024-04-28 22:21:44+00:00
When will the sale start in India ?,2024-04-28 18:10:46+00:00
❤️🔥,2024-04-28 15:03:19+00:00
What is this @hm 😂😂😂,2024-04-28 14:22:23+00:00
😂,2024-04-28 14:21:04+00:00
❤️,2024-04-28 14:15:57+00:00
@rizqifebrian24_ LANGSUNG BELI INI MAH,2024-04-28 13:52:36+00:00
@xiokek_ sung ajee,2024-04-28 13:41:21+00:00
@hm  Egypt,2024-04-28 13:28:56+00:00
Beautiful 😻,2024-04-27 23:51:44+00:00
@josh_seiter_official most stores don’t accept returns if tags have been taken off. Welcome to shopping 😂,2024-04-27 21:36:20+00:00
"Image 1:
Swimsuit 1217609001

Image 2:
Bikini top 1240239003
Bikini bottom 1223367003

Image 3:
Bikini top 1240512005
Bikini bottoms 1227251016",2024-04-26 11:50:53+00:00
ürünler çok kaliteli,2024-05-07 12:03:36+00:00
DISGUSTING COMPANY!!!,2024-05-04 03:15:25+00:00
Please don't kill animals😔👎,2024-05-02 11:15:22+00:00
😍🔥,2024-05-02 07:29:27+00:00
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,2024-05-02 06:14:17+00:00
https://www.instagram.com/p/C6axatFMNid/?igsh=aHAwd2dwM282bjZo,2024-05-01 11:24:19+00:00
"Image 1:
Swimsuit 1217609001

Image 2:
Bikini top 1240239003
Bikini bottom 1223367003

Image 3:
Bikini top 1240512005
Bikini bottoms 1227251016",2024-04-26 11:50:53+00:00
@chelseydenhaaggx kan je me dm sturen,2024-04-30 22:39:43+00:00
الكولكشن خيااااالي,2024-04-30 17:06:22+00:00
"Land grabbing, violence and illegal deforestation in Brazil is your game with your bestie @zara",2024-04-29 14:43:08+00:00
"@raveenanair_08 Uh-oh! Please DM us with your query, so that we can assist further. Hope to hear from you soon!",2024-04-29 14:28:07+00:00
Waiting for my order to be picked up since 3+ week and nobody yet picked it up.. its really harsh for telling customers to suffer so much,2024-04-29 11:14:50+00:00
❤️,2024-04-28 15:03:52+00:00
😍😍😍😍,2024-04-27 23:29:07+00:00
🔥😍😍😍,2024-04-27 23:23:17+00:00
Hur ska man få någon som helst koll på hur kläderna ser ut på oss som inte tillhör de få som är såpass smala/magra? 😐,2024-04-27 22:02:08+00:00
So nice🔥🔥🔥🔥,2024-04-27 20:40:54+00:00
😍,2024-04-27 20:21:12+00:00
"Image 1:
Swimsuit 1217609001

Image 2:
Bikini top 1240239003
Bikini bottom 1223367003

Image 3:
Bikini top 1240512005
Bikini bottoms 1227251016",2024-04-26 11:50:53+00:00
👏👏,2024-04-27 14:47:11+00:00
كوبون اتش ام T710✨,2024-04-27 12:29:47+00:00
@hm hoppas att ni läser @karinkajjan artikel i @goteborgsposten,2024-04-27 09:40:20+00:00
@anakellycss Nós também amamos essa coleção!,2024-04-27 09:11:51+00:00
❤️😍,2024-04-27 08:14:22+00:00
#stopfastfashion #payyourworkers,2024-04-27 07:32:52+00:00
@hm Linda coleção 😘,2024-04-27 06:55:23+00:00
🌞🏞🏝,2024-04-27 05:35:08+00:00
@livvvkramer kan je me dm sturen,2024-04-26 21:58:53+00:00
Montana X ft DjEago4️⃣4️⃣4️⃣👁️❤️🇨🇦💀😎🕷️DjEago XO CAPALOT Records Check me out on my YouTube channel at Montana X Universe,2024-04-26 19:33:12+00:00
Ipanema@,2024-04-26 18:03:35+00:00
@ktmay31 Thanks for confirming. Please keep a close eye out as we phase this into our stores soon. Take care.,2024-04-26 18:02:58+00:00
@hm Thank you! I'd be shopping in England Bristol,2024-04-26 17:45:29+00:00
Adoro o Rio.,2024-04-26 17:45:16+00:00
Verified Nigga !!,2024-04-26 17:39:05+00:00
"Image 1:
Swimsuit 1217609001

Image 2:
Bikini top 1240239003
Bikini bottom 1223367003

Image 3:
Bikini top 1240512005
Bikini bottoms 1227251016",2024-04-26 11:50:53+00:00
❤️❤️,2024-04-26 17:36:13+00:00
❤️❤️❤️❤️❤️,2024-04-26 17:31:46+00:00
@ktmay31 Hello! We'd love to help look into this for you. Please let us know which country you are shopping from. Speak with you soon!,2024-04-26 17:31:08+00:00
When is swimwear going in stores please?,2024-04-26 17:22:54+00:00
❤️🙌🔥,2024-04-26 16:27:45+00:00
وو٣٣-٦ن,2024-04-26 16:01:37+00:00
😍,2024-04-26 15:18:16+00:00
@anakellycss em que podemos ajudar?,2024-04-26 14:45:35+00:00
Olá Brasil 🇧🇷,2024-04-26 14:24:25+00:00
🔥❤,2024-04-26 13:55:50+00:00
😍,2024-04-26 13:26:37+00:00
At the best beach 🤙🏻,2024-04-26 13:20:03+00:00
Rio de janeiro??,2024-04-26 12:12:47+00:00
😍😍😍😍,2024-04-26 12:07:37+00:00
😎,2024-05-05 00:04:04+00:00
#DitchDown 🦆🪿,2024-05-02 11:13:01+00:00
😍,2024-05-02 07:34:11+00:00
🇵🇸,2024-05-02 06:14:51+00:00
https://www.instagram.com/p/C6axatFMNid/?igsh=aHAwd2dwM282bjZo,2024-05-01 11:24:36+00:00
I love 🕶❤️,2024-04-27 23:59:47+00:00
😍,2024-04-27 15:18:38+00:00
,2024-04-27 11:14:06+00:00
@hm hoppas att ni läser @karinkajjan artikel i @goteborgsposten,2024-04-27 09:41:05+00:00
@noormoke,2024-04-27 07:26:14+00:00
@rachel.rsmln kan je me dm sturen,2024-04-26 18:41:58+00:00
Bu ko'zoynaklar faqat ayollar Uchunmi?,2024-04-26 15:49:40+00:00
איזה סניף יש בגדי הריון?,2024-04-26 06:53:59+00:00
😍,2024-04-26 02:46:45+00:00
🔥🔥,2024-04-26 01:19:53+00:00
@denise_327 same here !!! I’ve called the last three days and they keep saying it will be sorted ‘within a few hours’. There is no notice on their website though so people are continuing to shop 🧐 xx,2024-04-25 20:51:45+00:00
😍 🕶,2024-04-25 20:41:05+00:00
😍😍,2024-04-25 16:42:28+00:00
Please bring more Spongebob collaborations💛🩷🩵❤️🤍💚🍍🧽,2024-04-25 16:15:13+00:00
😍,2024-04-25 16:12:38+00:00
@carowuyts_ 😎😎😎,2024-04-25 15:53:46+00:00
"@denise_327 Hi there! Please DM us your query, so we can try to assist. Thanks!",2024-04-25 15:35:43+00:00
"@hm Any customer service? Package lost, no updated tracking available. Chat service not working and customer service says all their tech is down??",2024-04-25 15:26:37+00:00
🔥🔥,2024-04-25 14:31:52+00:00
HM 👍..,2024-04-25 13:41:17+00:00
No official store in Bangladesh,2024-04-25 11:52:05+00:00
@marievervoort 😎,2024-04-25 11:25:30+00:00
مرحبًا، نحن نضع مصلحتك في قلبنا وسيسعدنا أن نقدم لك المساعدة. هل يمكنك تأكيد البلد الذي تقوم بالتسوق منه حاليًا؟ هذه المعلومة ستساعدنا في تقديم المساعدة المناسبة لك.,2024-04-25 11:22:36+00:00
"WORST PLACE TO WORK EVER! Incredible amateurs all the team of administration and managers .. contract delay, let me know te last day of my proof day that is ""not a match"", manager giving not feedback when was asked before, not precise when the payment will come and on top of that they make a mistake in my payment I need to pay back.. what a nightmare this company!",2024-04-25 10:42:35+00:00
😍😍😍😍😍,2024-04-25 09:42:37+00:00
👏👏👏👏,2024-04-25 09:42:35+00:00
P,2024-04-25 09:37:32+00:00
👏👏,2024-04-25 09:22:57+00:00
